id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Dutch Delight - Preroll 1g [Phat Panda],Dutch Delight - Preroll 1g [Phat Panda],true,,phat panda,,Dutch Delight,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Dutch Treat x Trophy Wife (Flavors: Citrus, Pine, & Peppery) - (Effects: Euphoric, Hungry, & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Dutch Treat - Preroll 1g [Phat Panda],Dutch Treat - Preroll 1g [Phat Panda],true,,phat panda,,Dutch Treat,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Northern Lights x Haze x Skunk (Flavors: Pine, Woody, & Sweet) - (Effects: Creative, Euphoric, & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Ego Checker - Preroll 1g [Phat Panda],Ego Checker - Preroll 1g [Phat Panda],true,,phat panda,,Ego Checker,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Kush Mintz x Dosidos (Flavors: Mint, Sour, Sweet & Spicy), (Effects: Calming. Creative, Sociable & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Ex Presidents - Preroll 1g [Phat Panda],Ex Presidents - Preroll 1g [Phat Panda],true,,phat panda,,Ex Presidents,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Grandpa's Gun Chest x Point Break (Flavors: Pine, Sweet & Citrus), (Effects: Sleepy, Euphoria & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Ex Wife - Preroll 1g [Phat Panda],Ex Wife - Preroll 1g [Phat Panda],true,,phat panda,,Ex Wife,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Ghost OG x Trophy Wife (Flavors: Lemon, Sweet & Sour), (Effects: Uplifting, Relaxing & Giggly)",,,,,,1,1,grams,,,,,,,,,,,
,Face Off OG - Preroll 1g [Phat Panda],Face Off OG - Preroll 1g [Phat Panda],true,,phat panda,,Face Off OG,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. OG Kush Phenotype (Flavors: Herbal, Pine & Woody), (Effects: Hungry, Relaxing & Creative)",,,,,,1,1,grams,,,,,,,,,,,
,Forbidden Fruit - Preroll 1g [Phat Panda],Forbidden Fruit - Preroll 1g [Phat Panda],true,,phat panda,,Forbidden Fruit,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Tangie x Cherry Pie (Flavors: Berry, Lemon & Earthy), (Effects: Calming, Relaxing & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Fried Bananas - Preroll 1g [Phat Panda],Fried Bananas - Preroll 1g [Phat Panda],true,,phat panda,,Fried Bananas,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Stardawg Guava x Gelato 41 (Flavors: Citrus, Creamy & Sour), (Effects: Calming, Uplifting & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,Frosted Cherry Cookies - Preroll 1g [Phat Panda],Frosted Cherry Cookies - Preroll 1g [Phat Panda],true,,phat panda,,Frosted Cherry Cookies,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Cookies x Fire OG (Flavors: Herbal, Sweet & Nutty), (Effects: Hungry, Euphoria & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Fruit Salad - Preroll 1g [Phat Panda],Fruit Salad - Preroll 1g [Phat Panda],true,,phat panda,,Fruit Salad,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Forbidden Fruit x Golden Pineapple (Flavors: Lemons, Citrus & Diesel), (Effects: Happy, Calming & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Fugu - Preroll 1g [Phat Panda],Fugu - Preroll 1g [Phat Panda],true,,phat panda,,Fugu,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. (Indica) - (G13 x Oregon Funk) x Blue Dot x G13 (Flavors: Peppery, Pine & Sweet), (Effects: Creative, Euphoria & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,Garlic Juice - Preroll 1g [Phat Panda],Garlic Juice - Preroll 1g [Phat Panda],true,,phat panda,,Garlic Juice,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. GMO x Papaya (Flavors: Diesel, Woody, & Peppery) - (Effects: Calming, Hungry, & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,Gary Payton - Preroll 1g [Phat Panda],Gary Payton - Preroll 1g [Phat Panda],true,,phat panda,,Gary Payton,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. The Y x Snowman (Flavors: Diesel, Herbal, Sweet & Spicy), (Effects: Creative, Euphoria, Focus & Giggly)",,,,,,1,1,grams,,,,,,,,,,,
,GDP x Cherry Temple #5 - Preroll 1g [Phat Panda],GDP x Cherry Temple #5 - Preroll 1g [Phat Panda],true,,phat panda,,GDP x Cherry Temple #5,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. (Flavors: Pine, Earthy & Sweet), (Effects: Euphoria, Drowsy & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Gelato - Preroll 1g [Phat Panda],Gelato - Preroll 1g [Phat Panda],true,,phat panda,,Gelato,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. (Sunset Sherbert x GSC Thin Mint - (Flavors: Citrus, Lavender, & Woody), (Effects: Creative, Relaxing, & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Gelato Sunset - Preroll 1g [Phat Panda],Gelato Sunset - Preroll 1g [Phat Panda],true,,phat panda,,Gelato Sunset,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Gelato x EZ Bake AF (Flavors: Candy, Herbal & Tropical), (Effects: Hungry, Euphoric & Creative)",,,,,,1,1,grams,,,,,,,,,,,
,Ghost OG - Preroll 1g [Phat Panda],Ghost OG - Preroll 1g [Phat Panda],true,,phat panda,,Ghost OG,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. OG Kush S1 (Afghani Indica x OG Kush) - (Flavors: Pine, Citrus & Herbal), (Effects: Drowsy, Relaxing & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,GMO - Preroll 1g [Phat Panda],GMO - Preroll 1g [Phat Panda],true,,phat panda,,GMO,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Chemdawg x Cookies (Flavors: Diesel , Nutty & Sweet), (Effects: Euphoria, Hungry & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,GMO x Point Break - Preroll 1g [Phat Panda],GMO x Point Break - Preroll 1g [Phat Panda],true,,phat panda,,GMO x Point Break,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. (Flavors: Woody, Earthy, Coffee, & Vanilla) - (Effects: Euphoria, Drowsy, & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,God's Gift - Preroll 1g [Phat Panda],God's Gift - Preroll 1g [Phat Panda],true,,phat panda,,God's Gift,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Grand Daddy Purple x OG Kush (Flavors: Woody, Nutty & Herbal), (Effects: Relaxing , Sleepy & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Gold Digger - Preroll 1g [Phat Panda],Gold Digger - Preroll 1g [Phat Panda],true,,phat panda,,Gold Digger,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Granddaddy Purple x Trophy Wife (Flavors: Sweet, Citrus, Creamy & Earthy), (Effects: Uplifting, Pain Relief & Relaxed)",,,,,,1,1,grams,,,,,,,,,,,
,Golden Lemons - Preroll 1g [Phat Panda],Golden Lemons - Preroll 1g [Phat Panda],true,,phat panda,,Golden Lemons,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Lemon Skunk x The OG #18 (Flavors: Pine, Sour & Herbal), (Effects: Relaxed, Happy & Tingly)",,,,,,1,1,grams,,,,,,,,,,,
,Golden Pineapple - Preroll 1g [Phat Panda],Golden Pineapple - Preroll 1g [Phat Panda],true,,phat panda,,Golden Pineapple,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Golden Goat x Pineapple Kush (Flavors: Fruity, Citrus, Sweet& Sour) - (Effects: Creative, Euphoria, & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Gorilla Grapes - Preroll 1g [Phat Panda],Gorilla Grapes - Preroll 1g [Phat Panda],true,,phat panda,,Gorilla Grapes,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. GG4 x Vino OG (Flavors: Grape, Fruity, & Herbal), (Effects: Drowsy, Relaxing, & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Gorilla Wife - Preroll 1g [Phat Panda],Gorilla Wife - Preroll 1g [Phat Panda],true,,phat panda,,Gorilla Wife,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. GG#4 x Trophy Wife (Flavors: Sour, Woody & Citrus), (Effects: Creative, Euphoria & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,Grandpa's RPG - Preroll 1g [Phat Panda],Grandpa's RPG - Preroll 1g [Phat Panda],true,,phat panda,,Grandpa's RPG,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Grape Cream Cake x Grandpa's Gun Chest (Flavors: Woody, Earthy, Citrus), (Effects: Calming, Relaxing, & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Grape Balls of Fire - Preroll 1g [Phat Panda],Grape Balls of Fire - Preroll 1g [Phat Panda],true,,phat panda,,Grape Balls of Fire,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Grape Diamonds x Grape Cake x Grape Stomper (Flavors: Berry, Spicy & Earthy), (Effects: Happy, Relaxing & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Grape Bubblegum - Preroll 1g [Phat Panda],Grape Bubblegum - Preroll 1g [Phat Panda],true,,phat panda,,Grape Bubblegum,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Platinum GSC x Gelato GMO (Flavors: Fruity, Herbal & Sweet), (Effects: Relaxed, Drowsy & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Grape Candy - Preroll 1g [Phat Panda],Grape Candy - Preroll 1g [Phat Panda],true,,phat panda,,Grape Candy,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. White Lemon x Purple Pantera - (Flavors: Lemon, Creamy & Sweet), (Effects: Drowsy, Hungry & Relaxing)\",,,,,,1,1,grams,,,,,,,,,,,
,Grape Cream Cake - Preroll 1g [Phat Panda],Grape Cream Cake - Preroll 1g [Phat Panda],true,,phat panda,,Grape Cream Cake,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Ice Cream Cake x Grape Pie x Wedding Crasher (Flavors: Nutty, Creamy & Sweet), (Effects: Calming, Relaxing & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Grape Durbs - Preroll 1g [Phat Panda],Grape Durbs - Preroll 1g [Phat Panda],true,,phat panda,,Grape Durbs,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Durban Poison x Grape Pie (Flavors: Earthy, Pine & Sweet), (Effects: Energetic, Focused & Calming)",,,,,,1,1,grams,,,,,,,,,,,
,Grapefruit x Blueberry - Preroll 1g [Phat Panda],Grapefruit x Blueberry - Preroll 1g [Phat Panda],true,,phat panda,,Grapefruit x Blueberry,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. (Flavors: Earthy, Sweet & Musky), (Effects: Uplifting, Sociable & Giggly)",,,,,,1,1,grams,,,,,,,,,,,
,Guava Cupcakes - Preroll 1g [Phat Panda],Guava Cupcakes - Preroll 1g [Phat Panda],true,,phat panda,,Guava Cupcakes,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Franken Cakes #46 x Gorilla Diesel #21 (Flavors: Sweet, Pine & Woody), (Effects: Uplifting, Focused & Creative)",,,,,,1,1,grams,,,,,,,,,,,
,Gummy Bearz - Preroll 1g [Phat Panda],Gummy Bearz - Preroll 1g [Phat Panda],true,,phat panda,,Gummy Bearz,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Orange Zkittlez x Animal Mints (Flavors: Citrus, Lemon, Berry & Sweet) - (Effects: Aroused, Focus, & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Gusherz - Preroll 1g [Phat Panda],Gusherz - Preroll 1g [Phat Panda],true,,phat panda,,Gusherz,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Gelato 41 x Triangle Kush (Flavors: Berry, Sour & Tropical), (Effects: Relaxing, Creative & Euphoric)",,,,,,1,1,grams,,,,,,,,,,,
,Hawaiian Golden Pineapple - Preroll 1g [Phat Panda],Hawaiian Golden Pineapple - Preroll 1g [Phat Panda],true,,phat panda,,Hawaiian Golden Pineapple,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Golden Pineapple x Puna Budder (Flavors: Citrus, Mango, Pineapple & Sweet), (Effects: Creative, Motivation & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Hawaiian Golden Pineapple x Trophy Wife - Preroll 1g [Phat Panda],Hawaiian Golden Pineapple x Trophy Wife - Preroll 1g [Phat Panda],true,,phat panda,,Hawaiian Golden Pineapple x Trophy Wife,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. (Flavors: Sour, Pine & Creamy), (Effects: Energetic, Tranquility & Uplifting),",,,,,,1,1,grams,,,,,,,,,,,
,Hawk Tuah - Preroll 1g [Phat Panda],Hawk Tuah - Preroll 1g [Phat Panda],true,,phat panda,,Hawk Tuah,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Rainmaker x Trophy Wife (Flavors: Woody, Peppery & Citrus), (Effects: Relaxing, Creative & Blissful)",,,,,,1,1,grams,,,,,,,,,,,
,Head Space - Preroll 1g [Phat Panda],Head Space - Preroll 1g [Phat Panda],true,,phat panda,,Head Space,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Maui Wowie x Orange Zkittlez (Lavender, Citrus & Herbal), (Effects: Euphoria, Sociable, & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Hypnotik - Preroll 1g [Phat Panda],Hypnotik - Preroll 1g [Phat Panda],true,,phat panda,,Hypnotik,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. MAC x Gorilla Diesel #3 (Flavors: Earthy, Sweet, Citrus & Pine), (Effects: Uplifting, Creative & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Ice Cream Cake - Preroll 1g [Phat Panda],Ice Cream Cake - Preroll 1g [Phat Panda],true,,phat panda,,Ice Cream Cake,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Wedding Cake x Gelato #33 (Flavors: Cheesy, Creamy, Nutty & Sweet) - (Effects: Hungry, Drowsy, & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Ice Cream Man - Preroll 1g [Phat Panda],Ice Cream Man - Preroll 1g [Phat Panda],true,,phat panda,,Ice Cream Man,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Nooner x Trophy Wife (Flavor: Berry, Herbal, & Peppery) - (Effects: Aroused, Creative, & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Inzane in the Membrane - Preroll 1g [Phat Panda],Inzane in the Membrane - Preroll 1g [Phat Panda],true,,phat panda,,Inzane in the Membrane,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Super Lemon Haze x Ghost Train Haze x Forbidden Fruit (Flavors: Lemon, Pine, Sour & Spicy) - (Effects: Euphoria, Motivation & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Jack & Coke - Preroll 1g [Phat panda],Jack & Coke - Preroll 1g [Phat panda],true,,Phat panda,,Jack & Coke,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Jack Herer x Terpee Slurpee (Flavors: Candy, Lemon & Pine), (Effects: Energetic, Creative & Focused)",,,,,,1,1,grams,,,,,,,,,,,
,Jack & Jill - Preroll 1g [Phat Panda],Jack & Jill - Preroll 1g [Phat Panda],true,,phat panda,,Jack & Jill,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Jack Herer x Trophy Wife (Flavors: Pine, Tree Fruit, & Tropical) - (Effects: Energetic, Creative, & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Jack Herer - Preroll 1g [Phat Panda],Jack Herer - Preroll 1g [Phat Panda],true,,phat panda,,Jack Herer,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Northern Lights #5 x Haze x Shiva Skunk (Flavors: Lemon, Sour, & Citrus) - (Effects: Creative, Euphoria, Focus & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Johnny Utah - Preroll 1g [Phat Panda],Johnny Utah - Preroll 1g [Phat Panda],true,,phat panda,,Johnny Utah,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Animal Mints x Trophy Wife (Flavors: Cookie, Nutty, & Citrus) - (Effects: Calming, Relaxing & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Jungle Jane - Preroll 1g [Phat Panda],Jungle Jane - Preroll 1g [Phat Panda],true,,phat panda,,Jungle Jane,,Preroll,,,,,"A 1g preroll of Premium Phat Panda peroll. Gorilla Grapes x Trophy Wife (Flavors: Sour, Tangie & Pine), (Effects: Sociable, Hungry & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Just the tip - Preroll 1g [Phat Panda],Just the tip - Preroll 1g [Phat Panda],true,,phat panda,,Just the tip,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Montana Silvertip x Trophy Wife (Flavors: Vanilla, Earthy & Sweet),(Effects: Drowsy, Happy & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Knocked Up - Preroll 1g [Phat Panda],Knocked Up - Preroll 1g [Phat Panda],true,,phat panda,,Knocked Up,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Purple Punch x Trophy Wife (Flavors: Herbal, Earthy, & Sweet) - (Effects: Calming, Hunger, & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Layer Cake - Preroll 1g [Phat Panda],Layer Cake - Preroll 1g [Phat Panda],true,,phat panda,,Layer Cake,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Wedding Cake x GMO (Flavors: Vanilla, Sour & Pine), (Effects: Euphoria, Uplifting & Body High)",,,,,,1,1,grams,,,,,,,,,,,
,Legend of Nigeria - Preroll 1g [Phat Panda],Legend of Nigeria - Preroll 1g [Phat Panda],true,,phat panda,,Legend of Nigeria,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Legend OG x JJ's Nigerian (Flavors: Citrus, Sour & Pine), (Effects: Focus, Relaxed & Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Lemon Cherry Gelato - Preroll 1g [Phat Panda],Lemon Cherry Gelato - Preroll 1g [Phat Panda],true,,phat panda,,Lemon Cherry Gelato,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Sunset Sherbet x Girl Scout Cookies (Flavors: Fruity, Pine & Woody), (Effects: Sociable, Uplifting & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Lemon Fresh - Preroll 1g [Phat Panda],Lemon Fresh - Preroll 1g [Phat Panda],true,,phat panda,,Lemon Fresh,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Jungle Spice x Gorilla Diesel #3 (Flavors: Citrus, Lemon & Sour), (Effects: Energizing, Focused & Calming)",,,,,,1,1,grams,,,,,,,,,,,
,Lemon Heads - Preroll 1g [Phat Panda],Lemon Heads - Preroll 1g [Phat Panda],true,,phat panda,,Lemon Heads,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Lemonade x Lemon (Flavors: Lemon, Citrus & Tangy), (Effects: Focus, Creative & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,Lemon Pepper - Preroll 1g [Phat Panda],Lemon Pepper - Preroll 1g [Phat Panda],true,,phat panda,,Lemon Pepper,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Lemon Cooler x Lemon Pebbles (Flavors: Spicy, Sour & Pine), (Effects: Happy, Aroused & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Lemon Sugar Koosh - Preroll 1g [Phat Panda],Lemon Sugar Koosh - Preroll 1g [Phat Panda],true,,phat panda,,Lemon Sugar Koosh,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Lemon Larry OG x (Double OG Sour x Starfighter) - (Flavors: Lemon, Pine & Sour) , (Effects: Giggly, Drowsy & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Lime Bars - Preroll 1g [Phat Panda],Lime Bars - Preroll 1g [Phat Panda],true,,phat panda,,Lime Bars,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Black Lime x Trophy Wife (Flavors: Lemon, Earthy & Sweet), (Effects: Relaxed, Hungry & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,London Kush x Trophy Wife - Preroll 1g [Phat Panda],London Kush x Trophy Wife - Preroll 1g [Phat Panda],true,,phat panda,,London Kush x Trophy Wife,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. (Flavors: Mint, Creamy, & Diesel) - (Effects: Hungry, Euphoria, & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
,Love Potion #9 - Preroll 1g [Phat Panda],Love Potion #9 - Preroll 1g [Phat Panda],true,,phat panda,,Love Potion #9,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Sour Strawberry Kush x Secret OG #7 (Flavors: Honey, Grapefruit & Earthy), (Effects: Giggly, Focus & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,MAC Berry - Preroll 1g [Phat Panda],MAC Berry - Preroll 1g [Phat Panda],true,,phat panda,,MAC Berry,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. MAC x Strawberry Cookies & Cream (Flavors: Fruity, Cookie, & Nutty) - (Effects: Tingly, Calming, Uplifting)",,,,,,1,1,grams,,,,,,,,,,,
,Maui Wowie - Preroll 1g [Phat Panda],Maui Wowie - Preroll 1g [Phat Panda],true,,phat panda,,Maui Wowie,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Hawaiian x Unknown (Flavors: Citrus, Pine, Sweet & Pineapple), (Effects: Creative, Euphoria & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,Mega Sundae - Preroll 1g [Phat Panda],Mega Sundae - Preroll 1g [Phat Panda],true,,phat panda,,Mega Sundae,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Grape Sundae x Don Mega (Flavors: Creamy, Sweet & Earthy), (Effects: Giggly, Relaxed, & Hungry)",,,,,,1,1,grams,,,,,,,,,,,
,Monaco Octane - Preroll 1g [Phat Panda],Monaco Octane - Preroll 1g [Phat Panda],true,,phat panda,,Monaco Octane,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Paris OG x The Menthol (Flavors: Herbal, Spicy & Sweet), (Effects: Drowsy, Hungry & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Motorbreath #15 - Preroll 1g [Phat Panda],Motorbreath #15 - Preroll 1g [Phat Panda],true,,phat panda,,Motorbreath #15,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. SFV OG x Chemdog D Kush (Flavors: Citrus, Lemon & Pine), (Effects: Euphoria, Hungry, & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,New Glue (GG#5) - Preroll 1g [Phat Panda],New Glue (GG#5) - Preroll 1g [Phat Panda],true,,phat panda,,New Glue (GG#5),,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Gorilla Glue #1 x Gorilla Glue #4 (Flavors: Dank, Diesel & Herbal), (Effects: Drowsy, Happy & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Nitro Cake - Preroll 1g [Phat Panda],Nitro Cake - Preroll 1g [Phat Panda],true,,phat panda,,Nitro Cake,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Ice Cream Cake x Weird Science (Flavors: Nutty, Sweet & Sour), (Effects: Creative, Euphoria & Tranquility)",,,,,,1,1,grams,,,,,,,,,,,
,Non GMO - Preroll 1g [Phat Panda],Non GMO - Preroll 1g [Phat Panda],true,,phat panda,,Non GMO,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. GMO x Grape Cream Cake (Flavors: Diesel, Nutty, Sweet Grape & Spicy), (Effects: Calming, Relaxing & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Nooner - Preroll 1g [Phat Panda],Nooner - Preroll 1g [Phat Panda],true,,phat panda,,Nooner,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Panda Snax # 24 x Trophy Wife (Flavors: Skunk , Diesel, & Earthy) - (Effects: Calm, Energetic, & Relaxed)",,,,,,1,1,grams,,,,,,,,,,,
,OG Chem - Preroll 1g [Phat Panda],OG Chem - Preroll 1g [Phat Panda],true,,phat panda,,OG Chem,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Chemdawg x OG Kush (Flavors: Chemical, Diesel, & Pine) - (Effects: Creative, Sociable, & Euphoria)",,,,,,1,1,grams,,,,,,,,,,,
,Old Prospector - Preroll 1g [Phat Panda],Old Prospector - Preroll 1g [Phat Panda],true,,phat panda,,Old Prospector,,Preroll,,,,,"1g preroll of Phat Panda Premium flower. Nooner x Redneck Wedding (Flavors: Coffee, Peppery & Sweet), (Effects: Happy, Hungry & Drowsy)",,,,,,1,1,grams,,,,,,,,,,,
,Orange Cookies - Preroll 1g [Phat Panda],Orange Cookies - Preroll 1g [Phat Panda],true,,phat panda,,Orange Cookies,,Preroll,,,,,"A 1g preroll of Premium Phat Panda flower. Orange Juice x Girl Scout Cookies (Flavors: Citrus, Woody & Pine), (Effects: Mellow, Relaxing & Happy)",,,,,,1,1,grams,,,,,,,,,,,
,Orange Diesel - Preroll 1g [Phat Panda],Orange Diesel - Preroll 1g [Phat Panda],true,,phat panda,,Orange Diesel,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Sour Diesel x Agent Orange (Flavors: Citrus, Diesel & Skunky) - (Effects: Euphoria, Focus, & Sociable)",,,,,,1,1,grams,,,,,,,,,,,
,Orange Zkittlez - Preroll 1g [Phat Panda],Orange Zkittlez - Preroll 1g [Phat Panda],true,,phat panda,,Orange Zkittlez,,Preroll,,,,,"A 1g preroll of Phat Panda Premium flower. Agent Orange x Zkittlez (Flavors: Citrus, Fruity & Sour), (Effects: Calming, Creative & Relaxing)",,,,,,1,1,grams,,,,,,,,,,,
